cityLabel,population,gps
Wiederkehr Village,38,Point(-93.7575 35.475555555)
Granite,38,Point(-118.420277777 44.808888888)
A Airoa,39,Point(-8.376852777 42.347513888)
Piornedo,39,Point(-6.8758 42.8567)
Milton,39,Point(-98.041666666 48.626388888)
Langdon,39,Point(-98.3244 37.8533)
Valeria,39,Point(-93.324722222 41.730555555)
Cotter,39,Point(-91.467222222 41.292222222)
Imogene,39,Point(-95.427777777 40.878611111)
Galatia,39,Point(-98.9589 38.6414)
State Line,39,Point(-117.038 47.705)
Florence,39,Point(-96.051944444 44.237222222)
Benton,39,Point(-94.357777777 40.705833333)
Egegik,39,Point(-157.35778 58.21917)
Jerome,39,Point(-91.467777777 33.399166666)
Q12380037,40,Point(-7.378327777 41.936277777)
Q115929622,40,Point(-3.059369444 42.918352777)
Elmdale,40,Point(-96.6461 38.3731)
Carlton,40,Point(-97.2939 38.6867)
Trail,40,Point(-95.692222222 47.78)
Ottosen,40,Point(-94.377777777 42.895555555)
Barney,40,Point(-97.000277777 46.2675)
Aspinwall,40,Point(-95.135 41.911388888)
Cayuga,40,Point(-97.386666666 46.074722222)
Voltaire,40,Point(-100.8425 48.019722222)
Rock Springs,40,Point(-109.221388888 41.585)
Casper,40,Point(-106.325 42.834722222)
Unity,40,Point(-118.192777777 44.4375)
Alice,40,Point(-97.555 46.762777777)
Palmés,41,Point(-7.943533333 42.363047222)
Q110284141,41,Point(-7.32879896 41.993253449)
Q20550237,41,Point(-6.854813888 42.374025)
Outar de Pregos,41,Point(-7.126811111 42.328005555)
Tolley,41,Point(-101.826944444 48.729444444)
Seward,41,Point(-98.7956 38.1775)
Landa,41,Point(-100.911388888 48.896388888)
Humboldt,41,Point(-97.093333333 48.921111111)
Leona,41,Point(-95.3222 39.7858)
Conway,41,Point(-94.619444444 40.748611111)
McGrath,41,Point(-93.2725 46.24)
Hayesville,41,Point(-92.2489 41.2644)
Jolley,41,Point(-94.718055555 42.479166666)
Athol,41,Point(-98.9203 39.7658)
Leonard,41,Point(-95.272222222 47.651944444)
Benton,41,Point(-94.357777777 40.705833333)
Spofford,41,Point(-100.411 29.1728)
Ethel,41,Point(-92.7394 39.8939)
Catron,41,Point(-89.7047 36.6122)
Triplett,41,Point(-93.1931 39.4986)
Atomic City,41,Point(-112.813 43.4425)
Wallace,41,Point(-101.592 38.9136)
Dresden,41,Point(-100.421 39.6222)
Pingree,41,Point(-98.909444444 47.164444444)
Alice,41,Point(-97.555 46.762777777)
Q12395643,42,Point(-6.897483333 42.481227777)
Dickey,42,Point(-98.469722222 46.536388888)
Langdon,42,Point(-98.3244 37.8533)
Donaldson,42,Point(-96.896388888 48.572222222)
Carlton,42,Point(-97.2939 38.6867)
Oxford,42,Point(-112.02 42.2597)
Powersville,42,Point(-93.3022 40.55)
Coburg,42,Point(-95.265833333 40.916666666)
Lost River,42,Point(-113.545 43.7217)
Domeño,42,Point(-1.23916667 42.67527778)
Os Campos,43,Point(-7.988005555 42.350947222)
Badoucos,43,Point(-8.632283333 42.583369444)
Q12402538,43,Point(-7.003891666 42.434638888)
Q12393346,43,Point(-6.952136111 42.411805555)
Cathay,43,Point(-99.411388888 47.553888888)
Vining,43,Point(-97.2931 39.5675)
Regal,43,Point(-94.845555555 45.407222222)
Ellston,43,Point(-94.108611111 40.840277777)
Sedan,43,Point(-95.248055555 45.575555555)
Osterdock,43,Point(-91.161666666 42.729722222)
Bathgate,43,Point(-97.4725 48.881111111)
Owasa,43,Point(-93.205277777 42.431944444)
Rathbun,43,Point(-92.888333333 40.801388888)
Wolford,43,Point(-99.705555555 48.498055555)
Buck Grove,43,Point(-95.397222222 41.918611111)
Regan,43,Point(-100.529444444 47.157222222)
Clayton,43,Point(-91.148055555 42.903055555)
Bagnell,43,Point(-92.6058 38.2292)
Dresden,43,Point(-100.421 39.6222)
Richfield,43,Point(-101.784 37.2658)
Vidra,43,Point(22.8825 46.367222222)
Regoalde,44,Point(-7.909255555 42.391302777)
Madrosende,44,Point(-7.877433333 42.394788888)
Calvelos,44,Point(-7.991769444 42.344113888)
O Tellado,44,Point(-8.056861111 42.184263888)
Q110305019,44,Point(-7.724291354 42.180603914)
Woodworth,44,Point(-99.304166666 47.142222222)
Strathcona,44,Point(-96.168888888 48.553888888)
Marysville,44,Point(-92.952222222 41.181111111)
Athol,44,Point(-98.9203 39.7658)
Clifford,44,Point(-97.41 47.346666666)
Clayton,44,Point(-100.177 39.7372)
Westport,44,Point(-95.167222222 45.715)
Hunnewell,44,Point(-97.4072 37.0044)
Balcarce,44.796,Point(-58.255625 -37.846412222)
Q61378985,45,Point(-7.874408333 42.453222222)
Canton City,45,Point(-97.667222222 48.687777777)
Cedar Mills,45,Point(-94.5225 44.943055555)
Vining,45,Point(-97.2931 39.5675)
Thornburg,45,Point(-92.333888888 41.455)
Bluff City,45,Point(-97.8753 37.0756)
Humboldt,45,Point(-97.093333333 48.921111111)
Commerce,45,Point(-89.4464 37.1572)
Sedan,45,Point(-95.248055555 45.575555555)
Courtenay,45,Point(-98.5675 47.223055555)
Galatia,45,Point(-98.9589 38.6414)
Rodney,45,Point(-95.951388888 42.204722222)
Bassett,45,Point(-92.515833333 43.062222222)
Dayton Lakes,45,Point(-94.8217 30.1456)
Clayton,45,Point(-91.148055555 42.903055555)
Rodman,45,Point(-94.527777777 43.026944444)
Climax,45,Point(-96.2239 37.7203)
Millerton,45,Point(-93.305555555 40.849166666)
Q114658466,46,Point(-7.917869438 42.35690278)
Q110282391,46,Point(-7.305194291 41.995284491)
O Mosqueiro,46,Point(-7.817352777 42.093844444)
Q12379810,46,Point(-7.920788888 42.383013888)
Hamilton,46,Point(-97.451944444 48.808055555)
Hamlin,46,Point(-95.6275 39.9161)
Coyville,46,Point(-95.8972 37.6856)
Fredonia,46,Point(-99.095277777 46.328611111)
Parkerville,46,Point(-96.6625 38.7647)
Reubens,46,Point(-116.542 46.3236)
Trail,46,Point(-95.692222222 47.78)
Niagara,46,Point(-97.869444444 47.996944444)
Delhi,46,Point(-95.211111111 44.599166666)
Mahaska,46,Point(-97.35222 39.98694)
Voltaire,46,Point(-100.8425 48.019722222)
Tindall,46,Point(-93.6111 40.1617)
Rea,46,Point(-94.7644 40.0611)
Beaver,46,Point(-94.141111111 42.037777777)
Rogers,46,Point(-98.201111111 47.071944444)
Q12389023,47,Point(-7.141530555 42.356419444)
Q12388783,47,Point(-8.519444444 42.51)
Tolley,47,Point(-101.826944444 48.729444444)
Agenda,47,Point(-97.43194 39.70889)
Blaine,47,Point(-82.8553 38.0258)
Coppock,47,Point(-91.716111111 41.162777777)
Myrtle,47,Point(-93.163611111 43.564444444)
Manchester,47,Point(-97.32139 39.09361)
Hardy,47,Point(-94.051666666 42.810277777)
Boy River,47,Point(-94.122222222 47.168055555)
Bathgate,47,Point(-97.4725 48.881111111)
Matfield Green,47,Point(-96.56194 38.15944)
Bay Lake,47,Point(-81.566666666 28.391388888)
Louisburg,47,Point(-96.171111111 45.166111111)
Udell,47,Point(-92.7414 40.7803)
Idocin,47,Point(-1.470555555 42.689444444)
Bulzeștii de Sus,47,Point(22.762255 46.30116)
Naves,48,Point(-7.94155 42.353502777)
Q61378994,48,Point(-7.855802777 42.435627777)
Eilao,48,Point(-6.8648 43.3338)
Aldrich,48,Point(-94.93972222 46.37472222)
Leona,48,Point(-95.3222 39.7858)
Cotter,48,Point(-91.467222222 41.292222222)
Myrtle,48,Point(-93.163611111 43.564444444)
Oxford,48,Point(-112.02 42.2597)
Carrsville,48,Point(-88.375 37.3981)
Virgil,48,Point(-96.011111111 37.980555555)
Hamer,48,Point(-112.198 43.9172)
Placerville,48,Point(-115.946944 43.943056)
Allendale,48,Point(-94.29 40.48472)
Beaver,48,Point(-94.141111111 42.037777777)
Hampden,48,Point(-98.655 48.539444444)
Labandeira de Baixo,49,Point(-8.385277777 43.069444444)
Edmond,49,Point(-99.8208 39.6272)
Paradise,49,Point(-98.9175 39.1156)
Pleasanton,49,Point(-93.743055555 40.580277777)
Matfield Green,49,Point(-96.56194 38.15944)
Gillett Grove,49,Point(-95.036666666 43.014444444)
Rossie,49,Point(-95.189166666 43.013333333)
"Great Bend, North Dakota",49,Point(-96.803055555 46.153333333)
Rogers,49,Point(-98.201111111 47.071944444)
Kasaan,49,Point(-132.402 55.5417)
Q113811635,50,Point(-7.092747222 42.406641666)
Q12401337,50,Point(-7.341258333 41.914844444)
Q12382677,50,Point(-9.0301442 42.6202959)
Labette,50,Point(-95.1839 37.2303)
Inkster,50,Point(-97.644722222 48.151944444)
Elsmore,50,Point(-95.1494 37.7942)
Leonidas,50,Point(-92.571944444 47.461666666)
Hayesville,50,Point(-92.2489 41.2644)
Woodworth,50,Point(-99.304166666 47.142222222)
Plover,50,Point(-94.622777777 42.878055555)
Randalia,50,Point(-91.886944444 42.862222222)
Carrsville,50,Point(-88.375 37.3981)
Vining,50,Point(-92.384722222 41.990277777)
Nekoma,50,Point(-98.371111111 48.576666666)
Rea,50,Point(-94.7644 40.0611)
Wiederkehr Village,50,Point(-93.7575 35.475555555)
Cold Bay,50,Point(-162.714298 55.209038)
Ozan,50,Point(-93.7214 33.8489)
Adamstown,50,Point(-130.1 -25.066666666)
Bunila,50,Point(22.673552 45.696175)
Hollister,50,Point(-98.8705 34.3411)
Q12386184,51,Point(-9.0271148 42.616761)
Hunter,51,Point(-98.3958 39.2347)
Thayer,51,Point(-94.049722222 41.029166666)
Sandyville,51,Point(-93.385555555 41.370277777)
Farwell,51,Point(-95.617222222 45.752222222)
Sun Valley,51,Point(-95.4278 33.6669)
Elmer,51,Point(-92.6492 39.9569)
Nome,51,Point(-97.812777777 46.677777777)
Q114736903,52,Point(-7.885672222 42.348736111)
Q31281857,52,Point(-7.140555555 42.138180555)
Q12391549,52,Point(-7.255375 41.9157)
Inkster,52,Point(-97.644722222 48.151944444)
Manchester,52,Point(-93.451944444 43.725555555)
Leonidas,52,Point(-92.571944444 47.461666666)
Norcross,52,Point(-96.1975 45.869166666)
Rinard,52,Point(-94.488055555 42.339166666)
Barney,52,Point(-97.000277777 46.2675)
Northboro,52,Point(-95.291388888 40.607777777)
Urbank,52,Point(-95.511944444 46.122777777)
Glade,52,Point(-99.3108 39.6825)
Port Alexander,52,Point(-134.657 56.24)
Kathryn,52,Point(-97.970277777 46.679444444)
Randolph,52,Point(-94.4944 39.1586)
Q113515037,53,Point(-7.008280555 42.232472222)
Grace City,53,Point(-98.804444444 47.550555555)
Alamo,53,Point(-103.469444444 48.58)
Hatfield,53,Point(-96.195277777 43.9575)
Knierim,53,Point(-94.456388888 42.455277777)
Niagara,53,Point(-97.869444444 47.996944444)
Forbes,53,Point(-98.783055555 45.944166666)
Sun City,53,Point(-98.9175 37.3792)
Placerville,53,Point(-115.946944 43.943056)
Allendale,53,Point(-94.29 40.48472)
Atka,53,Point(-174.213398 52.199271)
Wilmore,53,Point(-99.21 37.3347)
Râmeț,53,Point(23.523055555 46.315833333)
Q12398306,54,Point(-6.861347222 42.405572222)
Huron,54,Point(-95.3519 39.6389)
Fullerton,54,Point(-98.427777777 46.162777777)
Alexander,54,Point(-99.55222 38.46917)
Nashville,54,Point(-98.4219 37.4394)
Hatfield,54,Point(-96.195277777 43.9575)
Hadley,54,Point(-95.853888888 44.001111111)
Vining,54,Point(-92.384722222 41.990277777)
Wilmore,54,Point(-99.21 37.3347)
Q20545637,55,Point(-7.245055555 41.933005555)
North River,55,Point(-96.8025 46.949166666)
Doran,55,Point(-96.48388889 46.18444444)
Hazel Run,55,Point(-95.715 44.751944444)
Elmdale,55,Point(-96.6461 38.3731)
Warwick,55,Point(-98.708888888 47.854722222)
Ottosen,55,Point(-94.377777777 42.895555555)
Lost Springs,55,Point(-96.9653 38.5664)
Gillett Grove,55,Point(-95.036666666 43.014444444)
Earlton,55,Point(-95.4694 37.5875)
Colwell,55,Point(-92.593055555 43.156944444)
Platinum,55,Point(-161.81529 59.00689)
Prescott,55,Point(-122.8875 46.049166666)
As Barxas,56,Point(-7.856447222 42.371458333)
Q111940580,56,Point(-7.199961111 42.174497222)
Aurora,56,Point(-97.5303 39.4517)
Sentinel Butte,56,Point(-103.838888888 46.918611111)
North River,56,Point(-96.8025 46.949166666)
Freeport,56,Point(-97.8564 37.1972)
Milan,56,Point(-97.67444 37.25694)
McHenry,56,Point(-98.589444444 47.575833333)
Farwell,56,Point(-95.617222222 45.752222222)
Mizpah,56,Point(-94.20638889 47.92527778)
New Albany,56,Point(-95.9394 37.5678)
Ormsby,56,Point(-94.697777777 43.848333333)
Kirkman,56,Point(-95.266666666 41.728888888)
Prairie Rose,56,Point(-96.835555555 46.816388888)
Kerrick,56,Point(-92.585833333 46.338888888)
Rodman,56,Point(-94.527777777 43.026944444)
Sobrado,56,Point(-8.094094444 42.189472222)
Briarwood,57,Point(-96.794444444 46.786388888)
Hunter,57,Point(-98.3958 39.2347)
Alamo,57,Point(-103.469444444 48.58)
Valeria,57,Point(-93.324722222 41.730555555)
Dovray,57,Point(-95.55 44.052777777)
St. Vincent,57,Point(-97.226111111 48.968333333)
Manchester,57,Point(-93.451944444 43.725555555)
Ellston,57,Point(-94.108611111 40.840277777)
Wolf Lake,57,Point(-95.3525 46.803055555)
Hardy,57,Point(-94.051666666 42.810277777)
Manhattan Beach,57,Point(-94.134722222 46.728333333)
Brocket,57,Point(-98.353888888 48.2125)
New Albany,57,Point(-95.9394 37.5678)
Bevington,57,Point(-93.790833333 41.360555555)
Henriette,57,Point(-93.1175 45.871666666)
Wallace,57,Point(-101.592 38.9136)
Westport,57,Point(-95.167222222 45.715)
McCaskill,57,Point(-93.6425 33.9175)
Cleveland,57,Point(-99.119166666 46.890833333)
Randolph,57,Point(-94.4944 39.1586)
Barrio,58,Point(-7.934702777 42.344011111)
Seadur,58,Point(-7.160563888 42.376625)
O Outeiro,58,Point(-7.949736111 42.359541666)
Q20543192,58,Point(-7.868205555 42.441630555)
Q12384481,58,Point(-6.860844444 42.481955555)
Milton,58,Point(-98.041666666 48.626388888)
Dovray,58,Point(-95.55 44.052777777)
Halma,58,Point(-96.600277777 48.661111111)
Souris,58,Point(-100.680833333 48.910277777)
Taopi,58,Point(-92.642777777 43.558055555)
Jackson Junction,58,Point(-92.046666666 43.106944444)
St. Rosa,58,Point(-94.716666666 45.733333333)
Sandyville,58,Point(-93.385555555 41.370277777)
Mizpah,58,Point(-94.20638889 47.92527778)
Curlew,58,Point(-94.7375 42.980277777)
Northboro,58,Point(-95.291388888 40.607777777)
Dougherty,58,Point(-93.041111111 42.9225)
Rossie,58,Point(-95.189166666 43.013333333)
Englewood,58,Point(-99.9878 37.0361)
Q20547971,59,Point(-6.845994444 42.405063888)
Manassas,59,Point(-82.02111 32.16389)
Coleharbor,59,Point(-101.223055555 47.5425)
Verona,59,Point(-98.071388888 46.365277777)
Parkerville,59,Point(-96.6625 38.7647)
Thayer,59,Point(-94.049722222 41.029166666)
Osterdock,59,Point(-91.161666666 42.729722222)
Plano,59,Point(-93.046388888 40.756111111)
Gully,59,Point(-95.622777777 47.768611111)
Clayton,59,Point(-100.177 39.7372)
Donnybrook,59,Point(-101.885277777 48.51)
False Pass,59,Point(-163.39909 54.827886)
Odăile,59,Point(26.536393 45.396531)
Întregalde,59,Point(23.412777777 46.244166666)
Q114658908,60,Point(-7.823425 42.342075)
Q20542822,60,Point(-6.993002777 42.427883333)
Tuttle,60,Point(-99.995555555 47.143888888)
Pettibone,60,Point(-99.52 47.118888888)
Coyville,60,Point(-95.8972 37.6856)
Cologne,60,Point(-93.781388888 44.771666666)
Aurora,60,Point(-97.5303 39.4517)
Flaxton,60,Point(-102.393888888 48.898055555)
Kenneth,60,Point(-96.0725 43.753611111)
Wilder,60,Point(-95.1975 43.826666666)
Knierim,60,Point(-94.456388888 42.455277777)
Rodney,60,Point(-95.951388888 42.204722222)
Sardis,60,Point(-83.9575 38.5342)
Yorktown,60,Point(-95.1547 40.7339)
Elgin,60,Point(-96.2808 37.0017)
Powersville,60,Point(-93.3022 40.55)
Earlton,60,Point(-95.4694 37.5875)
Pingree,60,Point(-98.909444444 47.164444444)
"Great Bend, North Dakota",60,Point(-96.803055555 46.153333333)
Ceru-Băcăinți,60,Point(23.2575 45.98916667)
Golva,61,Point(-103.986111111 46.735)
Dawson,61,Point(-99.7525 46.867222222)
Hamilton,61,Point(-97.451944444 48.808055555)
Menlo,61,Point(-100.72417 39.35611)
Oneida,61,Point(-95.9386 39.8658)
Sentinel Butte,61,Point(-103.838888888 46.918611111)
Halma,61,Point(-96.600277777 48.661111111)
Gray,61,Point(-94.9825 41.84)
Taopi,61,Point(-92.642777777 43.558055555)
Manhattan Beach,61,Point(-94.134722222 46.728333333)
Ihlen,61,Point(-96.367222222 43.907222222)
Minneiska,61,Point(-91.87182 44.19496)
Spivey,61,Point(-98.1639 37.4472)
Hadley,61,Point(-95.853888888 44.001111111)
Gibson,61,Point(-92.393055555 41.480555555)
Sargeant,61,Point(-92.802222222 43.805277777)
McKittrick,61,Point(-91.44361 38.735)
Atka,61,Point(-174.213398 52.199271)
Harris,61,Point(-93.3503 40.3053)
Platinum,61,Point(-161.81529 59.00689)
Wisconsin Dells,61,Point(-89.774557 43.626613)
A Ría,62,Point(-7.878797222 42.4384)
Fullerton,62,Point(-98.427777777 46.162777777)
Cedar Mills,62,Point(-94.5225 44.943055555)
Alamo,62,Point(-103.469444444 48.58)
Wilder,62,Point(-95.1975 43.826666666)
Tamarack,62,Point(-93.127222222 46.644444444)
Vining,62,Point(-95.536944444 46.263055555)
Aredale,62,Point(-93.004722222 42.835)
Dougherty,62,Point(-93.041111111 42.9225)
Clitherall,62,Point(-95.63116 46.27496)
Ethel,62,Point(-92.7394 39.8939)
South Gorin,62,Point(-92.023333333 40.359444444)
Port Alexander,62,Point(-134.657 56.24)
Nome,62,Point(-97.812777777 46.677777777)
Naracoopa,62,Point(144.123055555 -39.927777777)
Vilanova,62,Point(-6.98643 43.31154)
Q12388607,63,Point(-7.312797222 41.874786111)
Grace City,63,Point(-98.804444444 47.550555555)
Hazel Run,63,Point(-95.715 44.751944444)
Gray,63,Point(-94.9825 41.84)
Guernsey,63,Point(-92.344444444 41.65)
Ihlen,63,Point(-96.367222222 43.907222222)
Martin,63,Point(-100.115 47.826666666)
Redding,63,Point(-94.388333333 40.605)
Spring Hill,63,Point(-93.649166666 41.411944444)
Bevington,63,Point(-93.790833333 41.360555555)
Whalan,63,Point(-91.926666666 43.732222222)
Gibson,63,Point(-92.393055555 41.480555555)
Stanley,63,Point(-114.938 44.2167)
Gruver,63,Point(-94.704722222 43.393055555)
Tintah,63,Point(-96.32166667 46.01027778)
Sargeant,63,Point(-92.802222222 43.805277777)
Oakhaven,63,Point(-93.6194 33.7294)
Akhiok,63,Point(-154.170277777 56.944444444)
Mantador,64,Point(-96.978055555 46.165277777)
Nashville,64,Point(-98.4219 37.4394)
Seward,64,Point(-98.7956 38.1775)
Hurdsfield,64,Point(-99.928888888 47.446666666)
St. Vincent,64,Point(-97.226111111 48.968333333)
Douglas,64,Point(-101.502222222 47.857777777)
Barnard,64,Point(-98.0431 39.1892)
McHenry,64,Point(-98.589444444 47.575833333)
Oketo,64,Point(-96.5989 39.9628)
Kirkman,64,Point(-95.266666666 41.728888888)
Can Bou,64,Point(1.606944444 41.528611111)
Zaín,65,Point(-7.839377777 42.308102777)
Soutochao,65,Point(-7.229852777 41.90025)
Q12382177,65,Point(-7.390880555 41.916130555)
Jud,65,Point(-98.898055555 46.525)
Alexander,65,Point(-99.55222 38.46917)
Bluff City,65,Point(-97.8753 37.0756)
Balta,65,Point(-100.036666666 48.167222222)
Kent,65,Point(-96.684722222 46.436388888)
Randall,65,Point(-98.0442 39.6425)
Nassau,65,Point(-96.439722222 45.066388888)
Warwick,65,Point(-98.708888888 47.854722222)
Dolliver,65,Point(-94.615 43.464722222)
Kerrick,65,Point(-92.585833333 46.338888888)
Harris,65,Point(-93.3503 40.3053)
Oakhaven,65,Point(-93.6194 33.7294)
Tarrytown,66,Point(-82.559444444 32.319166666)
Flaxton,66,Point(-102.393888888 48.898055555)
Balta,66,Point(-100.036666666 48.167222222)
Blaine,66,Point(-82.8553 38.0258)
Iroquois,66,Point(-97.85 44.366388888)
Columbia,66,Point(-89.8289 31.2567)
Benedict,66,Point(-101.082777777 47.830555555)
Oketo,66,Point(-96.5989 39.9628)
Marysville,66,Point(-92.952222222 41.181111111)
Nemaha,66,Point(-95.089444444 42.515)
Darlington,66,Point(-94.3992 40.1989)
Bassett,66,Point(-92.515833333 43.062222222)
Gully,66,Point(-95.622777777 47.768611111)
Dolliver,66,Point(-94.615 43.464722222)
Kasaan,66,Point(-132.402 55.5417)
Kathryn,66,Point(-97.970277777 46.679444444)
San García de Ingelmos,67,Point(-5.116388888 40.769722222)
San García de Ingelmos,67,Point(-5.11523 40.76912)
Lintzoain,67,Point(-1.4374 42.9628)
St. George,67,Point(-169.559584 56.605546)
Hunnewell,67,Point(-97.4072 37.0044)
Catron,67,Point(-89.7047 36.6122)
Nashua,67,Point(-96.308055555 46.0375)
Tintah,67,Point(-96.32166667 46.01027778)
Whalan,67,Point(-91.926666666 43.732222222)
Ronneby,67,Point(-93.866666666 45.683333333)
Reserve,67,Point(-95.5644 39.9764)
Commerce,67,Point(-89.4464 37.1572)
Struble,67,Point(-96.193333333 42.894166666)
Freeport,67,Point(-97.8564 37.1972)
Thornburg,67,Point(-92.333888888 41.455)
Clio,67,Point(-93.4503 40.6364)
Gratz,67,Point(-84.9528 38.4744)
Olivet,67,Point(-95.7517 38.4803)
Ardoch,67,Point(-97.34 48.205555555)
Mantador,67,Point(-96.978055555 46.165277777)
Havana,67,Point(-97.6189 45.9508)
Pilot Point,68,Point(-157.582 57.5603)
Butte,68,Point(-100.664722222 47.8375)
Seven Oaks,68,Point(-94.8564 30.8536)
Nashua,68,Point(-96.308055555 46.0375)
Lost River,68,Point(-113.545 43.7217)
Orchard,68,Point(-92.774444444 43.226944444)
Balltown,68,Point(-90.868611111 42.6375)
Spring Hill,68,Point(-93.649166666 41.411944444)
Randalia,68,Point(-91.886944444 42.862222222)
Numa,68,Point(-92.978611111 40.685555555)
Spring Hill,68,Point(-94.829444444 45.524722222)
St. Rosa,68,Point(-94.716666666 45.733333333)
Benedict,68,Point(-101.082777777 47.830555555)
Kenneth,68,Point(-96.0725 43.753611111)
Isabel,68,Point(-98.5514 37.4686)
Tennant,68,Point(-95.441944444 41.594166666)
Dundee,68,Point(-95.466944444 43.846944444)
Agenda,68,Point(-97.43194 39.70889)
Turin,68,Point(-95.9675 42.020833333)
Coats,68,Point(-98.8253 37.5111)
Varina,68,Point(-94.898888888 42.66)
O Viso,68,Point(-7.850933333 42.372330555)
Vallejera de Riofrío,69,Point(-5.721388888 40.409166666)
